lane,shipment_count,total_emissions,average_emissions,average_utilization,average_speed_kmph,average_transit_time_hrs,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Durgapur - Varanasi,15,12652.7,843.513333333333,79.2666666666667,50.7133333333333,37.0933333333333,0.0740710666666667,Normal,Monitor performance
Durgapur - Vidisha,13,16323.1,1255.62307692308,65,48.2692307692308,62.9384615384615,0.0546446923076923,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Durgapur - Vijayawada,13,3614.9,278.069230769231,75.7692307692308,49.1307692307692,13.9307692307692,0.0782595384615385,Normal,Monitor performance
Durgapur - Visakhapatnam,14,10384.3,741.735714285714,74,47.2642857142857,41.1214285714286,0.0386283571428571,Normal,Monitor performance
Durgapur - Warangal,9,5854.1,650.455555555556,68.4444444444444,47.8777777777778,33.6777777777778,0.0601707777777778,Normal,Monitor performance
Durgapur - Wardha,9,3883.7,431.522222222222,75.8888888888889,51.9222222222222,25.0555555555556,0.0274893333333333,Normal,Monitor performance
Durgapur - Yavatmal,14,9598.2,685.585714285714,77.4285714285714,45.6857142857143,30.6142857142857,0.0621836428571429,Normal,Monitor performance
Erode - Agartala,7,6967.5,995.357142857143,63.1428571428572,53.2142857142857,51.6857142857143,0.0428932857142857,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Agra,8,7555.9,944.4875,69.875,50.85,49.3375,0.027249125,Normal,Monitor performance
Erode - Akola,18,18371.3,1020.62777777778,61.9444444444444,51.4222222222222,41.4277777777778,0.077677,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Alwar,15,20664.4,1377.62666666667,63.9333333333333,49.8133333333333,70.5266666666667,0.0287370666666667,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Erode - Ambala,4,971.9,242.975,82,44.45,38.2,0.02044225,Normal,Monitor performance
Erode - Amritsar,9,6550.9,727.877777777778,67.7777777777778,48.5,43.7888888888889,0.0190927777777778,Normal,Monitor performance
Erode - Anantapur,6,5478,913,62,50.7666666666667,34.3,0.0570108333333333,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Asansol,17,15412.1,906.594117647059,74.8823529411765,45.8235294117647,46.1,0.0416208823529412,Normal,Monitor performance
Erode - Aurangabad,8,5864.4,733.05,64.5,53.6,40.7,0.049422125,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Ballari,6,4533.3,755.55,71.8333333333333,49.2166666666667,24.6333333333333,0.114982333333333,Normal,Monitor performance
Erode - Bangalore,11,12450.4,1131.85454545455,68.0909090909091,51.3181818181818,35.2272727272727,0.097005,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Bareilly,7,2368.5,338.357142857143,78.2857142857143,50.1428571428572,19.2428571428571,0.0516697142857143,Normal,Monitor performance
Erode - Belgaum,16,13563.7,847.73125,71.5625,48.59375,42.19375,0.0305351875,Normal,Monitor performance
Erode - Bhopal,17,15482.1,910.711764705882,72.2352941176471,49.3470588235294,52.4,0.0471697647058824,Normal,Monitor performance
Erode - Bhubaneswar,14,14950.4,1067.88571428571,63.4285714285714,51.8642857142857,37.05,0.0546558571428571,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Bikaner,11,10634.6,966.781818181818,73.2727272727273,44.5818181818182,45.6818181818182,0.0890420909090909,Normal,Monitor performance
Erode - Bilaspur,14,18890.6,1349.32857142857,74.3571428571429,49.0928571428571,56.5928571428571,0.0619622857142857,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Bokaro,13,5699.1,438.392307692308,69.2307692307692,47.3769230769231,22.5769230769231,0.0325053076923077,Normal,Monitor performance
Erode - Burhanpur,5,7947.4,1589.48,65.8,60.1,41.14,0.1767998,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Erode - Chandigarh,8,7142.6,892.825,72.75,50.025,34.5625,0.088551625,Normal,Monitor performance
Erode - Chandrapur,13,12813.2,985.630769230769,68.3846153846154,48.2769230769231,40.5538461538462,0.0489846923076923,Normal,Monitor performance
Erode - Chennai,8,2792.3,349.0375,77.375,52.675,14.725,0.030590875,Normal,Monitor performance
Erode - Cuttack,8,8810.9,1101.3625,72.75,50.2125,39.4125,0.0524795,Normal,Monitor performance
Erode - Darbhanga,7,4626.3,660.9,65.2857142857143,48.2571428571429,36.7571428571429,0.0462144285714286,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Davangere,14,12240.9,874.35,69.4285714285714,53.4857142857143,41.4071428571429,0.0346239285714286,Normal,Monitor performance
Erode - Dehradun,11,9341,849.181818181818,72.1818181818182,49.8636363636364,39.4,0.0584102727272727,Normal,Monitor performance
Erode - Delhi,12,17841.1,1486.75833333333,74.75,48.2333333333333,58.4583333333333,0.0624818333333333,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Dhanbad,12,12439,1036.58333333333,79.6666666666667,54.5666666666667,42.8583333333333,0.03453325,Normal,Monitor performance
Erode - Durgapur,8,7693.4,961.675,72.625,51.775,53.65,0.036305625,Normal,Monitor performance
Erode - Faridabad,10,2436.8,243.68,69,48.59,12.46,0.0462841,Normal,Monitor performance
Erode - Ghaziabad,7,6274.1,896.3,74.7142857142857,53.6142857142857,35.4142857142857,0.067732,Normal,Monitor performance
Erode - Guntur,8,6112.7,764.0875,79.5,46.8875,40.0625,0.057989125,Normal,Monitor performance
Erode - Gurgaon,10,15868.9,1586.89,70.2,49.82,54.66,0.0745265,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Guwahati,7,9218.9,1316.98571428571,74.7142857142857,57.5,47.4285714285714,0.0999867142857143,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Gwalior,8,2580.2,322.525,72.875,53.0125,15.7875,0.0552265,Normal,Monitor performance
Erode - Haldia,12,2138.9,178.241666666667,69.25,49.5083333333333,9.83333333333333,0.0545424166666667,Normal,Monitor performance
Erode - Haridwar,19,16170.1,851.057894736842,73.5789473684211,46.1,31.9,0.0619483684210526,Normal,Monitor performance
Erode - Hassan,10,4820.3,482.03,73.5,49.24,21.47,0.0402398,Normal,Monitor performance
Erode - Hisar,12,11610.3,967.525,74.6666666666667,47.6083333333333,47.575,0.03859,Normal,Monitor performance
Erode - Hoshangabad,9,9537.5,1059.72222222222,66.7777777777778,53.2666666666667,38.0444444444444,0.0654323333333333,Normal,Monitor performance
Erode - Hubli,8,10497.7,1312.2125,72.125,52.025,49.9125,0.030125625,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Hyderabad,11,11779.1,1070.82727272727,64.0909090909091,45.5,61.7818181818182,0.0481386363636364,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Imphal,12,9587.6,798.966666666667,69.4166666666667,46.025,44.225,0.0621439166666667,Normal,Monitor performance
Erode - Indore,13,5643.7,434.130769230769,69,52.5923076923077,26.6384615384615,0.0400656923076923,Normal,Monitor performance
Erode - Itanagar,7,12491.5,1784.5,56.4285714285714,49.2857142857143,56.4285714285714,0.0567264285714286,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Erode - Jaipur,12,6132.1,511.008333333333,70.5833333333333,45.5833333333333,20.8166666666667,0.0420085,Normal,Monitor performance
Erode - Jalandhar,14,6010.3,429.307142857143,68.5,48.4928571428571,19.0357142857143,0.048672,Normal,Monitor performance
Erode - Jharsuguda,8,7206.1,900.7625,70,44.9875,33.6125,0.062722125,Normal,Monitor performance
Erode - Jodhpur,17,22779.8,1339.98823529412,65.7647058823529,45.9176470588235,60.1294117647059,0.0554149411764706,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Erode - Kakinada,5,4302.3,860.46,66.8,52.34,35.28,0.055561,Normal,Monitor performance
Erode - Kanpur,13,7464.7,574.207692307692,63.6153846153846,48.0538461538462,23.3923076923077,0.0554723846153846,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Karnal,11,9156.9,832.445454545455,68.0909090909091,47.3,47.7909090909091,0.0806926363636364,Normal,Monitor performance
Erode - Karur,13,15404.3,1184.94615384615,70.7692307692308,49.6461538461538,42.0307692307692,0.0520586923076923,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Katni,10,7635.3,763.53,61.5,41.42,36.8,0.0370974,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Khandwa,10,8302.3,830.23,68.4,46.4,54.19,0.0345414,Normal,Monitor performance
Erode - Kolhapur,10,16250.3,1625.03,71,52.03,56.21,0.0939146,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Kolkata,15,14030.5,935.366666666667,70.4,49.56,38.5266666666667,0.0674802,Normal,Monitor performance
Erode - Korba,13,13075.4,1005.8,74.9230769230769,49.5076923076923,50.0153846153846,0.0642458461538462,Normal,Monitor performance
Erode - Lucknow,8,14705,1838.125,74.125,51.55,54.3625,0.117566,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Ludhiana,10,9113.6,911.36,65.6,49.61,33.79,0.0699464,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Madurai,13,12089.4,929.953846153846,63.3846153846154,51.1307692307692,36.8692307692308,0.0416513076923077,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Mangalore,8,10581.6,1322.7,75.875,50.425,52.7875,0.048371625,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Mumbai,7,3742,534.571428571429,67.4285714285714,48.1857142857143,30.9714285714286,0.0357044285714286,Normal,Monitor performance
Erode - Nagpur,19,11615.1,611.321052631579,72.7368421052632,50.7105263157895,29.9789473684211,0.0762008421052632,Normal,Monitor performance
Erode - Nashik,7,1875.6,267.942857142857,58.4285714285714,52.0571428571429,15.7,0.0333808571428571,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Nellore,12,14506.8,1208.9,73.25,50.2166666666667,41.2333333333333,0.0763594166666667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Noida,14,11978.3,855.592857142857,70.7857142857143,51.0357142857143,44.6857142857143,0.0324396428571429,Normal,Monitor performance
Erode - Panipat,10,9220.2,922.02,73,50.38,35.14,0.0750037,Normal,Monitor performance
Erode - Patna,14,22556.5,1611.17857142857,77.8571428571429,49.5357142857143,54.4428571428571,0.078055,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Prayagraj,10,5212.8,521.28,69.5,47.76,24.23,0.0470792,Normal,Monitor performance
Erode - Pune,9,6966,774,74.8888888888889,48.3444444444445,32.1333333333333,0.0668718888888889,Normal,Monitor performance
Erode - Purnia,8,15125.9,1890.7375,76.125,44.8875,75.1125,0.053768,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Raipur,8,8152,1019,63.625,47.1125,54,0.06221475,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Rajkot,6,7180.1,1196.68333333333,62.1666666666667,51.35,34.4333333333333,0.1041455,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Erode - Ranchi,10,6729.3,672.93,67.4,48.75,31.35,0.0484166,Normal,Monitor performance
Erode - Ratlam,9,9642.6,1071.4,75,50.5888888888889,52.3,0.0282844444444445,Normal,Monitor performance
Erode - Rewa,5,5713.3,1142.66,62,50.5,42.96,0.0383176,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Erode - Rohtak,14,12271.6,876.542857142857,63.5714285714286,51.5,36.2357142857143,0.0490365714285714,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Rourkela,19,6831.1,359.531578947368,71.2105263157895,51.0421052631579,20.1684210526316,0.0562864210526316,Normal,Monitor performance
Erode - Sagar,9,10085.3,1120.58888888889,80.2222222222222,53.7888888888889,38.7777777777778,0.0879097777777778,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Salem,6,6001.2,1000.2,71.3333333333333,54.7833333333333,44.4166666666667,0.056406,Normal,Monitor performance
Erode - Sangli,7,4239.2,605.6,73.1428571428571,45.1285714285714,37.1142857142857,0.0857915714285714,Normal,Monitor performance
Erode - Shillong,10,6743.9,674.39,70,51.81,24.05,0.0553151,Normal,Monitor performance
Erode - Shimla,5,6357.5,1271.5,68.4,48.78,45.8,0.0557884,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Silchar,12,13980.9,1165.075,72.25,49.6833333333333,39.4416666666667,0.0698989166666667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Siliguri,13,17082.5,1314.03846153846,65.3846153846154,48.1461538461538,55.4846153846154,0.0380901538461538,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Erode - Solapur,13,17784.1,1368.00769230769,68.1538461538462,52.0384615384615,56.0153846153846,0.0351736923076923,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Sonipat,5,6616.7,1323.34,72.4,57.16,46.32,0.04903,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Srinagar,12,6077.6,506.466666666667,65.8333333333333,49.775,27.4333333333333,0.0488545,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Surat,11,5324.9,484.081818181818,70.5454545454546,49.0818181818182,24.3727272727273,0.0679543636363636,Normal,Monitor performance
Erode - Thiruvananthapuram,8,10402,1300.25,69.5,43.2,56.0125,0.057992375,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Erode - Tirunelveli,12,6460.9,538.408333333333,82.5833333333333,49.525,35.7916666666667,0.0225650833333333,Normal,Monitor performance
Erode - Tiruppur,7,2821.9,403.128571428571,57.8571428571429,47,19.6857142857143,0.0299747142857143,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Trichy,10,6537,653.7,74.8,49.62,33.47,0.0473585,Normal,Monitor performance
Erode - Tuticorin,11,5667.6,515.236363636364,63.6363636363636,51.2363636363636,23.7818181818182,0.0736835454545455,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Ujjain,12,13567.1,1130.59166666667,65.0833333333333,53.5166666666667,52.3166666666667,0.0412179166666667,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Erode - Vadodara,12,13061.7,1088.475,62.6666666666667,53.7666666666667,38.125,0.0583179166666667,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Vijayawada,8,6989.2,873.65,69.75,48.7375,49.35,0.021359875,Normal,Monitor performance
Erode - Warangal,7,7735.6,1105.08571428571,76.4285714285714,52.8428571428571,46.9,0.047097,Normal,Monitor performance
Erode - Wardha,6,5619.9,936.65,60.6666666666667,41.85,40.15,0.0978578333333333,Low Utilization Lane,Improve load planning and shipment consolidation
Erode - Yavatmal,13,18460,1420,68,48.6846153846154,53.6615384615385,0.0814925384615385,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Agartala,13,16448.4,1265.26153846154,69.5384615384615,49.5,51.8,0.0664351538461539,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Agra,17,21061.3,1238.9,70,50.9941176470588,49.5647058823529,0.0478819411764706,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Ahmedabad,11,8183.4,743.945454545455,57.9090909090909,51.5636363636364,29.5090909090909,0.0621642727272727,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Ajmer,10,5613.9,561.39,65.3,48.57,31.02,0.0541648,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Akola,15,14932.6,995.506666666667,75.3333333333333,50.2,39.12,0.0657644,Normal,Monitor performance
Faridabad - Ambala,8,6699.1,837.3875,67.375,48.65,33.6,0.08522975,Normal,Monitor performance
Faridabad - Amritsar,8,9597.8,1199.725,64,41.9375,52.6875,0.055614875,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Faridabad - Anantapur,6,3545.5,590.916666666667,69.5,51.0666666666667,26.2333333333333,0.0427126666666667,Normal,Monitor performance
Faridabad - Asansol,4,3441.7,860.425,68.25,50.9,32.725,0.05118675,Normal,Monitor performance
Faridabad - Aurangabad,5,6034.6,1206.92,68.2,47.18,45.5,0.131689,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Ballari,13,7901.1,607.776923076923,63.3076923076923,50.5230769230769,25,0.070508,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Bareilly,13,2401.7,184.746153846154,65.0769230769231,49.8384615384615,10.0615384615385,0.094945,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Belagavi,8,4174,521.75,66.5,49.575,25.375,0.09484175,Normal,Monitor performance
Faridabad - Belgaum,13,12583.3,967.946153846154,72.8461538461538,48.3307692307692,41.6384615384615,0.0602474615384615,Normal,Monitor performance
Faridabad - Bhopal,7,7023,1003.28571428571,77.5714285714286,51,42.1857142857143,0.0341505714285714,Normal,Monitor performance
Faridabad - Bhubaneswar,11,11289.5,1026.31818181818,74.3636363636364,49.4363636363636,42.3909090909091,0.0637777272727273,Normal,Monitor performance
Faridabad - Bikaner,10,11575.9,1157.59,72.6,47.01,44.9,0.0868746,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Bilaspur,12,16868.1,1405.675,68.1666666666667,49.1166666666667,53.4416666666667,0.0574069166666667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Bokaro,7,1172.5,167.5,73.4285714285714,54.5285714285714,13.7571428571429,0.0271364285714286,Normal,Monitor performance
Faridabad - Burhanpur,10,10472.6,1047.26,58.9,49.01,45.36,0.0445663,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Chandrapur,14,11026.1,787.578571428571,66.5,55.5357142857143,29.4214285714286,0.0338060714285714,Normal,Monitor performance
Faridabad - Chennai,11,2842.2,258.381818181818,65.0909090909091,48.5,16.2636363636364,0.029529,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Coimbatore,7,11434.7,1633.52857142857,69.1428571428571,51.9142857142857,50.5,0.0626418571428571,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Cuttack,9,8671,963.444444444445,80.4444444444444,46.9555555555556,33.6111111111111,0.0872725555555556,Normal,Monitor performance
Faridabad - Darbhanga,16,9869.5,616.84375,69.375,54.0625,25.65,0.0742425625,Normal,Monitor performance
Faridabad - Davangere,8,6279.3,784.9125,61.5,50.075,36.6375,0.0355465,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Dehradun,16,10622.3,663.89375,73.6875,51.05625,31.79375,0.03845225,Normal,Monitor performance
Faridabad - Delhi,7,6794.6,970.657142857143,71.5714285714286,47.8714285714286,50.5428571428571,0.0529344285714286,Normal,Monitor performance
Faridabad - Dhanbad,14,17447.7,1246.26428571429,70.1428571428571,51.9428571428571,39.6,0.0538314285714286,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Durgapur,3,3760.3,1253.43333333333,76.6666666666667,56.7333333333333,43.7666666666667,0.0426106666666667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Erode,11,1743.1,158.463636363636,65.2727272727273,53.8909090909091,11.8909090909091,0.0498832727272727,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Ghaziabad,8,8774.4,1096.8,69.25,47.75,36.0875,0.057428625,Normal,Monitor performance
Faridabad - Gurgaon,10,12614.3,1261.43,72.1,54.06,44.51,0.0714514,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Guwahati,4,4607.8,1151.95,61,44.75,52.425,0.0360305,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Faridabad - Gwalior,9,2289.8,254.422222222222,82.1111111111111,45.5555555555556,14.0111111111111,0.101826777777778,Normal,Monitor performance
Faridabad - Haldia,18,2842.1,157.894444444444,70.4444444444444,50.0055555555556,9.31111111111111,0.0667221111111111,Normal,Monitor performance
Faridabad - Haridwar,5,2144.5,428.9,62.8,52.22,30.18,0.0492508,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Hassan,10,3733.2,373.32,64.6,54.08,14.45,0.0993768,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Hisar,16,16564.3,1035.26875,69.6875,48.35,42.3125,0.059908875,Normal,Monitor performance
Faridabad - Hubli,6,4708.8,784.8,66.8333333333333,45.5666666666667,48.0166666666667,0.0296168333333333,Normal,Monitor performance
Faridabad - Hyderabad,9,14882.8,1653.64444444444,74.6666666666667,52.8444444444445,49.7111111111111,0.0531854444444444,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Imphal,11,11672.3,1061.11818181818,69.5454545454546,48.8090909090909,34.5090909090909,0.0655023636363636,Normal,Monitor performance
Faridabad - Indore,7,2158.2,308.314285714286,65.2857142857143,53.5285714285714,18.9714285714286,0.0485235714285714,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Itanagar,8,6288.5,786.0625,69,47.0625,49.3375,0.04716425,Normal,Monitor performance
Faridabad - Jabalpur,11,4991.2,453.745454545455,76.1818181818182,52.2363636363636,18.1363636363636,0.0662681818181818,Normal,Monitor performance
Faridabad - Jaipur,10,2030.5,203.05,68.4,49.08,10.83,0.0606025,Normal,Monitor performance
Faridabad - Jalandhar,8,1217.5,152.1875,69.625,50.75,9.2,0.058023875,Normal,Monitor performance
Faridabad - Jammu,8,9444,1180.5,73.25,52.2,45.35,0.04907825,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Jharsuguda,11,8786.8,798.8,72.0909090909091,50.1363636363636,29.7636363636364,0.0690529090909091,Normal,Monitor performance
Faridabad - Jodhpur,15,17263.4,1150.89333333333,76.2666666666667,50.1133333333333,47.18,0.0543896,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Kakinada,9,6954.5,772.722222222222,67.1111111111111,47.1666666666667,36.8111111111111,0.0758516666666667,Normal,Monitor performance
Faridabad - Kanpur,13,4833.7,371.823076923077,70.6923076923077,55.4,16.7384615384615,0.0667019230769231,Normal,Monitor performance
Faridabad - Karnal,8,7089.6,886.2,76.5,52.825,36.5125,0.053898875,Normal,Monitor performance
Faridabad - Karur,8,5375,671.875,73.125,48.1,35.375,0.034225125,Normal,Monitor performance
Faridabad - Katni,12,4205.6,350.466666666667,70.4166666666667,52.0583333333333,22.175,0.0352325833333333,Normal,Monitor performance
Faridabad - Khandwa,7,8568.7,1224.1,74.1428571428571,51.3857142857143,48.6285714285714,0.072064,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Kharagpur,9,9768.2,1085.35555555556,73.2222222222222,46.4333333333333,44.3111111111111,0.0856424444444444,Normal,Monitor performance
Faridabad - Kochi,11,5477,497.909090909091,77.2727272727273,48.4090909090909,21.3090909090909,0.047091,Normal,Monitor performance
Faridabad - Kolhapur,10,13781.2,1378.12,76.2,54.12,50.02,0.0968111,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Kolkata,10,7264.8,726.48,64.6,47.97,34.81,0.0393914,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Korba,11,11659,1059.90909090909,69,53.2272727272727,46.7636363636364,0.0825366363636364,Normal,Monitor performance
Faridabad - Kota,9,10817.6,1201.95555555556,77.2222222222222,47.9666666666667,44.0666666666667,0.065148,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Lucknow,12,14989.3,1249.10833333333,73,50.225,47.8833333333333,0.0780436666666667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Madurai,10,8876.7,887.67,74.9,47,33.8,0.0632846,Normal,Monitor performance
Faridabad - Mangalore,14,11811.3,843.664285714286,72.4285714285714,53.3642857142857,43.6357142857143,0.0454807142857143,Normal,Monitor performance
Faridabad - Meerut,6,7907.5,1317.91666666667,65.5,53.9,44.2,0.0368531666666667,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Faridabad - Mumbai,9,8247,916.333333333333,67.4444444444444,46.8777777777778,35.9,0.0662014444444444,Normal,Monitor performance
Faridabad - Nagpur,9,5914.4,657.155555555556,73,48.3222222222222,25.1222222222222,0.0431637777777778,Normal,Monitor performance
Faridabad - Nashik,13,2793.8,214.907692307692,72.5384615384615,47.9538461538462,11.3538461538462,0.0543921538461539,Normal,Monitor performance
Faridabad - Nellore,9,6858.2,762.022222222222,74.4444444444444,52.6555555555556,32.2222222222222,0.079635,Normal,Monitor performance
Faridabad - Noida,6,2943.9,490.65,67,47.7,49.7833333333333,0.0191998333333333,Normal,Monitor performance
Faridabad - Panipat,12,8632.3,719.358333333333,66,46.4916666666667,32.5,0.0536506666666667,Normal,Monitor performance
Faridabad - Patna,9,7349.5,816.611111111111,71.5555555555556,56.2666666666667,42.1888888888889,0.0431887777777778,Normal,Monitor performance
Faridabad - Prayagraj,12,7189.8,599.15,60,53.2333333333333,23.8666666666667,0.0577305833333333,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Raipur,13,10334,794.923076923077,70,50.4615384615385,46.9307692307692,0.0258754615384615,Normal,Monitor performance
Faridabad - Rajkot,8,4572,571.5,72.125,45.2375,33.625,0.035193875,Normal,Monitor performance
Faridabad - Ratlam,13,14257.4,1096.72307692308,69.1538461538462,49.8153846153846,48.5461538461539,0.0517746923076923,Normal,Monitor performance
Faridabad - Rewa,4,3726.3,931.575,64.75,51.3,35.3,0.0752235,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Rohtak,12,10371.2,864.266666666667,67.5833333333333,48.8,29.675,0.0667688333333333,Normal,Monitor performance
Faridabad - Rourkela,17,2859.2,168.188235294118,66.1176470588235,55.5470588235294,11.7470588235294,0.0315680588235294,Normal,Monitor performance
Faridabad - Sagar,5,7823.3,1564.66,61.6,47.4,42.42,0.0779712,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Faridabad - Shillong,14,4535.1,323.935714285714,66.8571428571429,49.2571428571429,19.3428571428572,0.0301125,Normal,Monitor performance
Faridabad - Shimla,6,6863,1143.83333333333,74.8333333333333,51.6,37.6166666666667,0.0536491666666667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Silchar,8,5355.4,669.425,70.125,49.7125,32.575,0.028774625,Normal,Monitor performance
Faridabad - Solapur,7,8834.6,1262.08571428571,68.8571428571429,51.4714285714286,52.7285714285714,0.0392945714285714,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Srinagar,10,4733.2,473.32,67.7,50.16,24.97,0.0369601,Normal,Monitor performance
Faridabad - Surat,12,3486.2,290.516666666667,66.8333333333333,48.675,18.7083333333333,0.034058,Normal,Monitor performance
Faridabad - Thiruvananthapuram,6,7158.6,1193.1,73.8333333333333,51.9833333333333,41.4166666666667,0.091447,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Tirupati,6,5912.4,985.4,61.5,53.6166666666667,45.6833333333333,0.066749,Low Utilization Lane,Improve load planning and shipment consolidation
Faridabad - Tiruppur,17,9279,545.823529411765,70.0588235294118,48.3529411764706,23.3470588235294,0.0805372941176471,Normal,Monitor performance
Faridabad - Trichy,6,4226.2,704.366666666667,79.1666666666667,48.4833333333333,24.7833333333333,0.07065,Normal,Monitor performance
Faridabad - Tuticorin,9,4293.4,477.044444444444,66.1111111111111,47.8777777777778,25.1444444444445,0.0291588888888889,Normal,Monitor performance
Faridabad - Udaipur,9,12569.9,1396.65555555556,76.6666666666667,45.5333333333333,48.7888888888889,0.0436022222222222,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Faridabad - Ujjain,8,8270.5,1033.8125,71.5,46.45,53.6375,0.028274125,Normal,Monitor performance
Faridabad - Vadodara,11,10035.6,912.327272727273,70.7272727272727,52,42.9272727272727,0.0593460909090909,Normal,Monitor performance
Faridabad - Varanasi,14,6880.2,491.442857142857,68.9285714285714,49.7714285714286,21.3357142857143,0.0418849285714286,Normal,Monitor performance
Faridabad - Vidisha,7,1631.7,233.1,67.1428571428571,45.1714285714286,16.9142857142857,0.0559048571428572,Normal,Monitor performance
