shipment_id,origin,destination,lane,date,distance_km,weight_ton,vehicle_type,fuel_type,utilization_percent,estimated_emissions_kg_co2e,traffic congestion,Age of vehicle,Engine size ( Capacity of liters of fuel)
SYNX001192,Hyderabad,Guwahati,Hyderabad - Guwahati,2024-03-18 00:00:00,2097,7.92934351722989,17mt openbody,CNG,41.8916003639275,555.6,Medium,5,5.9
SYNX001193,Guntur,Ranchi,Guntur - Ranchi,2024-02-11 00:00:00,1167,4.17757274521054,16mt openbody,Diesel,69.7368649865224,163.8,Medium,4,5
SYNX001194,Gurgaon,Mangalore,Gurgaon - Mangalore,2024-07-30 00:00:00,2179,17.5201970198807,18mt mxl,Diesel,88.246016108895,940.4,Medium,7,7.8
SYNX001195,Hyderabad,Bilaspur,Hyderabad - Bilaspur,2024-10-22 00:00:00,809,1.05076345668498,16mt openbody,EV,59.6398812190371,42.2,Medium,4,5
SYNX001196,Nagpur,Chennai,Nagpur - Chennai,2024-10-26 00:00:00,1132,2.7536443988223,16mt openbody,EV,74.8569366275878,97.6,Medium,4,5
SYNX001197,Sonipat,Surat,Sonipat - Surat,2024-09-19 00:00:00,1208,10.2905597868088,18mt open body,Diesel,74.4804908208536,754.9,High,6,7.2
SYNX001198,Indore,Gurgaon,Indore - Gurgaon,2024-07-11 00:00:00,811,10.1681316490431,18mt open body,EV,69.3403634531831,403.9,Medium,6,7.2
SYNX001199,Bhopal,Ahmedabad,Bhopal - Ahmedabad,2024-07-15 00:00:00,620,14.7427781934168,18mt mxl,Diesel,48.0897159578106,692.4,Medium,7,7.8
SYNX001200,Kota,Bilaspur,Kota - Bilaspur,2024-08-03 00:00:00,910,9.97484166092393,17mt openbody,Diesel,94.6352134600745,807.9,High,5,5.9
SYNX001201,Guwahati,Hubli,Guwahati - Hubli,2024-06-06 00:00:00,2624,7.16197758532258,17mt openbody,Diesel,81.310256744115,400.5,Medium,5,5.9
SYNX001202,Ghaziabad,Madurai,Ghaziabad - Madurai,2024-10-24 00:00:00,2607,7.56180538987186,17mt openbody,Diesel,67.8175969075082,461,Medium,5,5.9
SYNX001203,Ahmedabad,Durgapur,Ahmedabad - Durgapur,2024-06-06 00:00:00,1883,6.53175979122178,17mt openbody,EV,49.5614960489165,190.4,Medium,5,5.9
SYNX001204,Hubli,Surat,Hubli - Surat,2024-09-21 00:00:00,862,21.4969413177147,24 MT OPENBODY,Diesel,39.4546366902877,942.4,Medium,8,8.9
SYNX001205,Kochi,Rajkot,Kochi - Rajkot,2024-03-31 00:00:00,1867,22.0438135404575,24 MT OPENBODY,Diesel,68.2596739790275,1530.2,Medium,8,8.9
SYNX001206,Varanasi,Chennai,Varanasi - Chennai,2024-03-23 00:00:00,1737,5.46933037830454,16mt openbody,EV,58.6577371940162,316.6,Medium,4,5
SYNX001207,Kota,Panipat,Kota - Panipat,2024-12-20 00:00:00,596,6.53307719230993,17mt openbody,EV,88.5284719935682,333.8,Medium,5,5.9
SYNX001208,Mangalore,Rohtak,Mangalore - Rohtak,2024-08-01 00:00:00,2233,1.61173392519802,16mt openbody,EV,85.8725128604281,77.7,Medium,4,5
SYNX001209,Durgapur,Aurangabad,Durgapur - Aurangabad,2024-08-12 00:00:00,1626,16.9862115678473,18mt mxl,Diesel,51.7394018838885,2030.2,High,7,7.8
SYNX001210,Bangalore,Hubli,Bangalore - Hubli,2024-01-20 00:00:00,471,1.8367976897021,16mt openbody,Diesel,69.8677540404657,98.6,Medium,4,5
SYNX001211,Kota,Trichy,Kota - Trichy,2024-04-13 00:00:00,2039,8.80362567430037,17mt openbody,EV,34.241490887025,418.1,Medium,5,5.9
SYNX001212,Mumbai,Nagpur,Mumbai - Nagpur,2024-08-03 00:00:00,860,13.3442844415336,18mt open body,Diesel,46.5047379784665,399.6,Medium,6,7.2
SYNX001213,Jaipur,Udaipur,Jaipur - Udaipur,2024-03-02 00:00:00,415,7.25007995937043,17mt openbody,Diesel,78.6494162997618,452.7,Medium,5,5.9
SYNX001214,Noida,Guwahati,Noida - Guwahati,2024-10-09 00:00:00,1801,8.61534310442225,17mt openbody,EV,38.2598957043789,1066.2,High,5,5.9
SYNX001215,Nagpur,Kanpur,Nagpur - Kanpur,2024-04-20 00:00:00,754,7.33762423745343,17mt openbody,CNG,36.7502289866192,294.5,Medium,5,5.9
SYNX001216,Kota,Bangalore,Kota - Bangalore,2024-12-21 00:00:00,1717,6.22890385323573,17mt openbody,Diesel,96.3625565449107,155.9,Medium,5,5.9
SYNX001217,Visakhapatnam,Vadodara,Visakhapatnam - Vadodara,2024-03-08 00:00:00,1459,3.74029280139552,16mt openbody,Diesel,89.8376579184493,231.9,Medium,4,5
SYNX001218,Bilaspur,Patna,Bilaspur - Patna,2024-10-31 00:00:00,620,6.21039201543525,17mt openbody,EV,71.4384060251048,419.8,Medium,5,5.9
SYNX001219,Guwahati,Raipur,Guwahati - Raipur,2024-06-08 00:00:00,1454,2.38166842169154,16mt openbody,EV,83.6531629781561,74.4,Medium,4,5
SYNX001220,Gurgaon,Sonipat,Gurgaon - Sonipat,2024-04-25 00:00:00,74,10.5924556533632,18mt open body,Diesel,93.4755018110494,743.8,High,6,7.2
SYNX001221,Guntur,Siliguri,Guntur - Siliguri,2024-11-13 00:00:00,1775,4.40296829836779,16mt openbody,Diesel,57.4547605719333,362.6,High,4,5
SYNX001222,Jabalpur,Pune,Jabalpur - Pune,2024-06-15 00:00:00,1026,11.1453889400393,18mt open body,CNG,73.7407644733533,765.2,Medium,6,7.2
SYNX001223,Udaipur,Madurai,Udaipur - Madurai,2024-02-05 00:00:00,2119,2.43534686255182,16mt openbody,EV,79.0854112923263,188.6,High,4,5
SYNX001224,Trichy,Kota,Trichy - Kota,2024-09-08 00:00:00,2039,5.717637623334,16mt openbody,CNG,57.7021747608895,454.2,High,4,5
SYNX001225,Amritsar,Rajkot,Amritsar - Rajkot,2024-01-17 00:00:00,1391,7.0388784236133,17mt openbody,EV,97.4551057519903,413.8,Medium,5,5.9
SYNX001226,Siliguri,Rohtak,Siliguri - Rohtak,2024-03-18 00:00:00,1480,5.06930922798397,16mt openbody,CNG,96.4248858036385,190.2,Medium,4,5
SYNX001227,Kochi,Belgaum,Kochi - Belgaum,2024-08-29 00:00:00,857,11.4278743981029,18mt open body,Diesel,75.3661618456276,1609.1,High,6,7.2
SYNX001228,Mangalore,Prayagraj,Mangalore - Prayagraj,2024-12-01 00:00:00,1966,22.6521106830785,24 MT OPENBODY,Diesel,66.8108472899023,640.6,Medium,8,8.9
SYNX001229,Ludhiana,Tirupati,Ludhiana - Tirupati,2024-03-22 00:00:00,2443,21.6049123792507,24 MT OPENBODY,Diesel,40.8368307361133,859.1,Medium,8,8.9
SYNX001230,Prayagraj,Ahmedabad,Prayagraj - Ahmedabad,2024-02-09 00:00:00,1222,14.5149433610042,18mt mxl,Diesel,52.1302615504352,465.5,Medium,7,7.8
SYNX001231,Nashik,Ghaziabad,Nashik - Ghaziabad,2024-02-17 00:00:00,1291,13.1562692259207,18mt open body,Diesel,57.8235941515852,1487.4,High,6,7.2
SYNX001232,Chandigarh,Ghaziabad,Chandigarh - Ghaziabad,2024-03-10 00:00:00,298,2.11229442711313,16mt openbody,Diesel,72.2951708810804,133.2,Medium,4,5
SYNX001233,Bilaspur,Ranchi,Bilaspur - Ranchi,2024-01-20 00:00:00,443,12.0685090132567,18mt open body,Diesel,70.6114758898276,630,Medium,6,7.2
SYNX001234,Rajkot,Trichy,Rajkot - Trichy,2024-05-29 00:00:00,1914,1.87224003827525,16mt openbody,EV,52.5919859702471,141.6,High,4,5
SYNX001235,Hyderabad,Mumbai,Hyderabad - Mumbai,2024-09-09 00:00:00,777,4.97740766437323,16mt openbody,CNG,99.2721446520622,178.3,Medium,4,5
SYNX001236,Ghaziabad,Raipur,Ghaziabad - Raipur,2024-08-28 00:00:00,1157,8.95416798762003,17mt openbody,CNG,42.9481765753691,335,Medium,5,5.9
SYNX001237,Sonipat,Bilaspur,Sonipat - Bilaspur,2024-09-23 00:00:00,1156,5.53312150831407,16mt openbody,Diesel,76.2478130742798,275.7,Medium,4,5
SYNX001238,Salem,Sonipat,Salem - Sonipat,2024-01-17 00:00:00,2413,4.77063248282388,16mt openbody,Diesel,92.8525074841105,309.9,Medium,4,5
SYNX001239,Bilaspur,Guntur,Bilaspur - Guntur,2024-09-11 00:00:00,833,5.23652113197098,16mt openbody,Diesel,76.1034039735772,288.5,Medium,4,5
SYNX001240,Nashik,Siliguri,Nashik - Siliguri,2024-07-02 00:00:00,2083,9.07775352854752,17mt openbody,Diesel,65.6723790078891,357.7,Medium,5,5.9
SYNX001241,Noida,Trichy,Noida - Trichy,2024-03-27 00:00:00,2472,1.06254796941217,16mt openbody,CNG,89.0972355916938,73.1,Medium,4,5
SYNX001242,Coimbatore,Lucknow,Coimbatore - Lucknow,2024-12-23 00:00:00,2261,5.21893355221374,16mt openbody,CNG,84.6877260092716,190.8,Medium,4,5
SYNX001243,Chennai,Ranchi,Chennai - Ranchi,2024-02-15 00:00:00,1573,3.14097486208675,16mt openbody,CNG,43.3260415025017,136.4,Medium,4,5
SYNX001244,Raipur,Madurai,Raipur - Madurai,2024-10-13 00:00:00,1643,12.4404149105396,18mt open body,Diesel,100,423,Medium,6,7.2
SYNX001245,Noida,Panipat,Noida - Panipat,2024-12-19 00:00:00,130,3.66719980732838,16mt openbody,EV,99.9331677092076,210.4,Medium,4,5
SYNX001246,Visakhapatnam,Vijayawada,Visakhapatnam - Vijayawada,2024-01-15 00:00:00,379,9.62147676583975,17mt openbody,Diesel,54.8300320357889,405.2,Medium,5,5.9
SYNX001247,Bilaspur,Agra,Bilaspur - Agra,2024-02-10 00:00:00,880,12.2301913811947,18mt open body,Diesel,48.0083911566162,1668.9,High,6,7.2
SYNX001248,Prayagraj,Belgaum,Prayagraj - Belgaum,2024-11-06 00:00:00,1639,1.66826790839962,16mt openbody,CNG,48.6128016442126,67.8,Medium,4,5
SYNX001249,Hyderabad,Chandigarh,Hyderabad - Chandigarh,2024-09-16 00:00:00,1868,2.87167388599724,16mt openbody,EV,42.8550241964431,356.2,High,4,5
SYNX001250,Raipur,Jabalpur,Raipur - Jabalpur,2024-01-08 00:00:00,342,16.9161533958004,18mt mxl,Diesel,70.8673268549412,1048.1,Medium,7,7.8
SYNX001251,Kolkata,Bangalore,Kolkata - Bangalore,2024-09-26 00:00:00,1951,16.0119075304642,18mt mxl,Diesel,86.0637654795263,1138.5,High,7,7.8
SYNX001252,Belgaum,Prayagraj,Belgaum - Prayagraj,2024-02-15 00:00:00,1639,7.77479865164096,17mt openbody,Diesel,64.014931027309,879.6,High,5,5.9
SYNX001253,Agra,Mangalore,Agra - Mangalore,2024-11-16 00:00:00,2024,17.1308533733474,18mt mxl,Diesel,59.7235224187062,1897.1,High,7,7.8
SYNX001254,Salem,Tirupati,Salem - Tirupati,2024-12-12 00:00:00,323,6.02618508092191,17mt openbody,Diesel,69.0465743674208,395,Medium,5,5.9
SYNX001255,Ranchi,Ludhiana,Ranchi - Ludhiana,2024-05-15 00:00:00,1570,4.2629745886933,16mt openbody,Diesel,60.1352978722885,124.7,Medium,4,5
SYNX001256,Chennai,Jaipur,Chennai - Jaipur,2024-08-25 00:00:00,2009,5.76557998697198,16mt openbody,CNG,57.6930436486871,301.7,Medium,4,5
SYNX001257,Bhopal,Vadodara,Bhopal - Vadodara,2024-10-13 00:00:00,558,10.0858210793972,18mt open body,EV,47.991327687801,335.5,Medium,6,7.2
SYNX001258,Hubli,Vadodara,Hubli - Vadodara,2024-09-07 00:00:00,998,9.64191247369139,17mt openbody,Diesel,68.6312313192995,702.7,High,5,5.9
SYNX001259,Guwahati,Kanpur,Guwahati - Kanpur,2024-02-22 00:00:00,1421,7.90067177904114,17mt openbody,CNG,45.1316147312597,522.8,Medium,5,5.9
SYNX001260,Trichy,Visakhapatnam,Trichy - Visakhapatnam,2024-03-28 00:00:00,1135,6.51288246548685,17mt openbody,EV,93.8658021584142,846.3,High,5,5.9
SYNX001261,Nashik,Aurangabad,Nashik - Aurangabad,2024-10-24 00:00:00,204,2.16453212942384,16mt openbody,Diesel,60.4647954573465,57.5,Medium,4,5
SYNX001262,Kochi,Lucknow,Kochi - Lucknow,2024-06-14 00:00:00,2430,5.76686532182352,16mt openbody,EV,93.2295539645238,474,High,4,5
SYNX001263,Jaipur,Belgaum,Jaipur - Belgaum,2024-02-24 00:00:00,1547,1.80828692610997,16mt openbody,Diesel,54.9974651128332,86.3,Medium,4,5
SYNX001264,Sonipat,Prayagraj,Sonipat - Prayagraj,2024-04-21 00:00:00,775,29.584065453749,22FT RAIL CONTAINER,Diesel,76.4873850126546,1480.2,Medium,8,8.9
SYNX001265,Varanasi,Belgaum,Varanasi - Belgaum,2024-12-26 00:00:00,1716,5.44231444261094,16mt openbody,Diesel,75.6772673281143,285.4,Medium,4,5
SYNX001266,Guwahati,Ludhiana,Guwahati - Ludhiana,2024-09-23 00:00:00,2046,8.91183072876777,17mt openbody,EV,64.312159711157,481,Medium,5,5.9
SYNX001267,Jaipur,Visakhapatnam,Jaipur - Visakhapatnam,2024-02-05 00:00:00,1598,4.65361690479144,16mt openbody,Diesel,84.38879760838,157,Medium,4,5
SYNX001268,Amritsar,Guwahati,Amritsar - Guwahati,2024-09-26 00:00:00,2186,0.992353643353131,16mt openbody,CNG,100,74.1,High,4,5
SYNX001269,Ghaziabad,Sonipat,Ghaziabad - Sonipat,2024-06-11 00:00:00,70,3.76965071064483,16mt openbody,Diesel,92.2240968387383,286.8,High,4,5
SYNX001270,Siliguri,Chandigarh,Siliguri - Chandigarh,2024-02-01 00:00:00,1520,2.50539085216566,16mt openbody,EV,47.1739563083407,187.4,High,4,5
SYNX001271,Ghaziabad,Durgapur,Ghaziabad - Durgapur,2024-09-03 00:00:00,1423,1.50791859539578,16mt openbody,EV,44.5466836502438,91.6,Medium,4,5
SYNX001272,Aurangabad,Chandigarh,Aurangabad - Chandigarh,2024-12-09 00:00:00,1520,21.6758652062813,24 MT OPENBODY,Diesel,54.7720386624279,1740.2,High,8,8.9
SYNX001273,Bangalore,Madurai,Bangalore - Madurai,2024-05-14 00:00:00,429,5.45814800051346,16mt openbody,EV,93.2804477964841,377.3,Medium,4,5
SYNX001274,Visakhapatnam,Coimbatore,Visakhapatnam - Coimbatore,2024-06-30 00:00:00,1253,22.3401608656887,24 MT OPENBODY,Diesel,53.4012122079978,1430.2,Medium,8,8.9
SYNX001275,Ghaziabad,Amritsar,Ghaziabad - Amritsar,2024-11-20 00:00:00,516,10.7968612154459,18mt open body,Diesel,35.6267983223424,1406.7,High,6,7.2
SYNX001276,Pune,Jabalpur,Pune - Jabalpur,2024-03-21 00:00:00,1026,8.28097486344339,17mt openbody,Diesel,98.5367478773238,1034.6,High,5,5.9
SYNX001277,Panipat,Visakhapatnam,Panipat - Visakhapatnam,2024-10-04 00:00:00,1811,6.77885796865472,17mt openbody,Diesel,92.7578716091011,798.4,High,5,5.9
SYNX001278,Chandigarh,Panipat,Chandigarh - Panipat,2024-08-30 00:00:00,188,12.1544325930508,18mt open body,Diesel,65.2741425059623,887.4,High,6,7.2
SYNX001279,Jalandhar,Surat,Jalandhar - Surat,2024-09-29 00:00:00,1452,15.1367785977762,18mt mxl,Diesel,72.0198715471808,626.6,Medium,7,7.8
SYNX001280,Guntur,Surat,Guntur - Surat,2024-09-15 00:00:00,1208,7.68079566451024,17mt openbody,EV,43.6105301602866,391.9,Medium,5,5.9
SYNX001281,Guwahati,Madurai,Guwahati - Madurai,2024-03-17 00:00:00,2879,5.58810988257697,16mt openbody,Diesel,98.921928564318,314.3,Medium,4,5
SYNX001282,Durgapur,Tirupati,Durgapur - Tirupati,2024-08-30 00:00:00,1723,1.6153042426426,16mt openbody,CNG,41.7634122715504,67.5,Medium,4,5
SYNX001283,Guwahati,Udaipur,Guwahati - Udaipur,2024-01-01 00:00:00,2272,18.0349567798914,21 MT OPENBODY,Diesel,87.3102100196447,999.3,Medium,7,7.8
SYNX001284,Thiruvananthapuram,Bhopal,Thiruvananthapuram - Bhopal,2024-04-29 00:00:00,2049,2.1946071477436,16mt openbody,Diesel,66.1531583717073,166,High,4,5
SYNX001285,Lucknow,Surat,Lucknow - Surat,2024-04-26 00:00:00,1297,11.0295907478803,18mt open body,CNG,70.569808185573,794.6,High,6,7.2
SYNX001286,Faridabad,Patna,Faridabad - Patna,2024-12-26 00:00:00,1044,4.06559024120248,16mt openbody,EV,46.1875191051692,499,High,4,5
SYNX001287,Rajkot,Madurai,Rajkot - Madurai,2024-05-05 00:00:00,1977,2.26537149820239,16mt openbody,Diesel,69.9070145511503,161.9,High,4,5
SYNX001288,Kolkata,Bangalore,Kolkata - Bangalore,2024-12-16 00:00:00,1951,4.14973417578092,16mt openbody,Diesel,86.4248345765421,242.2,Medium,4,5
SYNX001289,Ghaziabad,Nagpur,Ghaziabad - Nagpur,2024-10-20 00:00:00,1066,9.3135481641536,17mt openbody,Diesel,66.8782081048019,299.2,Medium,5,5.9
SYNX001290,Rajkot,Ahmedabad,Rajkot - Ahmedabad,2024-05-14 00:00:00,248,6.36529837971761,17mt openbody,EV,87.8265345370181,466,High,5,5.9
SYNX001291,Durgapur,Ghaziabad,Durgapur - Ghaziabad,2024-09-22 00:00:00,1423,7.81808030079431,17mt openbody,EV,66.0399717183381,543.7,Medium,5,5.9
SYNX001292,Jabalpur,Kolkata,Jabalpur - Kolkata,2024-04-27 00:00:00,1076,10.2630104886162,18mt open body,Diesel,48.485183431296,308.5,Medium,6,7.2
SYNX001293,Noida,Aurangabad,Noida - Aurangabad,2024-08-03 00:00:00,1231,6.24603936295327,17mt openbody,Diesel,91.6821055000049,378.6,Medium,5,5.9
SYNX001294,Aurangabad,Rajkot,Aurangabad - Rajkot,2024-12-30 00:00:00,679,3.38668874161914,16mt openbody,EV,81.4636994733055,207,Medium,4,5
SYNX001295,Vadodara,Aurangabad,Vadodara - Aurangabad,2024-10-10 00:00:00,439,5.79377708617325,16mt openbody,CNG,44.1942343391629,243.5,Medium,4,5
SYNX001296,Ludhiana,Guwahati,Ludhiana - Guwahati,2024-03-12 00:00:00,2046,3.55637489728959,16mt openbody,Diesel,95.8290933558476,105.3,Medium,4,5
SYNX001297,Panipat,Ludhiana,Panipat - Ludhiana,2024-12-18 00:00:00,248,18.783929130858,21 MT OPENBODY,Diesel,75.3942835328963,1078.3,Medium,7,7.8
SYNX001298,Salem,Trichy,Salem - Trichy,2024-03-21 00:00:00,143,10.6853898124531,18mt open body,Diesel,39.1230688932913,280.1,Medium,6,7.2
SYNX001299,Belgaum,Gurgaon,Belgaum - Gurgaon,2024-11-05 00:00:00,1782,19.8272018096426,21 MT OPENBODY,Diesel,83.6655199733145,2562.4,High,7,7.8
SYNX001300,Rohtak,Belgaum,Rohtak - Belgaum,2024-05-22 00:00:00,1833,5.35826430223565,16mt openbody,CNG,68.6434693417986,148.4,Medium,4,5
SYNX001301,Hyderabad,Durgapur,Hyderabad - Durgapur,2024-10-31 00:00:00,1430,7.46332365457268,17mt openbody,EV,45.1456857275567,475.1,Medium,5,5.9
SYNX001302,Chennai,Surat,Chennai - Surat,2024-03-21 00:00:00,1496,8.28097486344339,17mt openbody,Diesel,98.5367478773238,1034.6,High,5,5.9
SYNX001303,Guwahati,Mumbai,Guwahati - Mumbai,2024-06-10 00:00:00,2608,11.0274018363489,18mt open body,Diesel,89.1155010382155,829.2,High,6,7.2
SYNX001304,Gwalior,Lucknow,Gwalior - Lucknow,2024-02-04 00:00:00,355,19.4510993264676,21 MT OPENBODY,Diesel,95.8828246648486,1003.8,Medium,7,7.8
SYNX001305,Nagpur,Prayagraj,Nagpur - Prayagraj,2024-10-28 00:00:00,692,3.73400805585981,16mt openbody,Diesel,99.3429974651519,147.3,Medium,4,5
SYNX001306,Amritsar,Bangalore,Amritsar - Bangalore,2024-03-17 00:00:00,2617,5.84005467409564,16mt openbody,Diesel,99.7164546330371,365.7,Medium,4,5
SYNX001307,Thiruvananthapuram,Bhopal,Thiruvananthapuram - Bhopal,2024-12-27 00:00:00,2049,3.339216352654,16mt openbody,CNG,54.2981861671063,179.9,Medium,4,5
SYNX001308,Noida,Varanasi,Noida - Varanasi,2024-04-03 00:00:00,824,21.3240249590461,24 MT OPENBODY,Diesel,70.6151917278205,1026.7,Medium,8,8.9
SYNX001309,Siliguri,Bilaspur,Siliguri - Bilaspur,2024-03-04 00:00:00,1022,8.83170423121495,17mt openbody,Diesel,78.5429251081367,366.4,Medium,5,5.9
SYNX001310,Rohtak,Delhi,Rohtak - Delhi,2024-10-23 00:00:00,66,9.85921156087264,17mt openbody,Diesel,89.5712202101964,792.9,High,5,5.9
SYNX001311,Nashik,Hubli,Nashik - Hubli,2024-11-27 00:00:00,668,20.6287363094158,21 MT OPENBODY,Diesel,69.1493354569389,660.3,Medium,8,8.9
SYNX001312,Bilaspur,Hyderabad,Bilaspur - Hyderabad,2024-12-08 00:00:00,809,3.39676421463733,16mt openbody,Diesel,76.7259186227668,136.2,Medium,4,5
SYNX001313,Jabalpur,Kanpur,Jabalpur - Kanpur,2024-09-19 00:00:00,456,4.1807248663219,16mt openbody,EV,51.8419346535641,234.3,Medium,4,5
SYNX001314,Gwalior,Durgapur,Gwalior - Durgapur,2024-01-09 00:00:00,1210,7.50685465088448,17mt openbody,CNG,68.4025443581662,928.2,High,5,5.9
SYNX001315,Udaipur,Nashik,Udaipur - Nashik,2024-11-28 00:00:00,638,6.41900304107327,17mt openbody,EV,47.8100167721431,797.7,High,5,5.9
SYNX001316,Pune,Surat,Pune - Surat,2024-12-19 00:00:00,392,4.77774242558777,16mt openbody,CNG,95.0513491624583,339.9,High,4,5
SYNX001317,Sonipat,Ranchi,Sonipat - Ranchi,2024-06-09 00:00:00,1298,10.1693334833726,18mt open body,Diesel,42.3723004296646,310.8,Medium,6,7.2
SYNX001318,Madurai,Bangalore,Madurai - Bangalore,2024-04-29 00:00:00,429,9.00506898323915,17mt openbody,EV,73.1829769305728,502.2,Medium,5,5.9
SYNX001319,Lucknow,Gwalior,Lucknow - Gwalior,2024-09-06 00:00:00,355,5.23738812441213,16mt openbody,Diesel,83.3236371188655,270.1,Medium,4,5
SYNX001320,Siliguri,Hyderabad,Siliguri - Hyderabad,2024-11-22 00:00:00,1819,11.4499674574879,18mt open body,Diesel,72.8260879540229,343,Medium,6,7.2
SYNX001321,Mumbai,Nashik,Mumbai - Nashik,2024-11-02 00:00:00,175,6.38889175058039,17mt openbody,CNG,77.9838667602584,371.3,Medium,5,5.9
SYNX001322,Kanpur,Ghaziabad,Kanpur - Ghaziabad,2024-10-13 00:00:00,470,18.4739868320753,21 MT OPENBODY,Diesel,69.4751204245006,1175.1,Medium,7,7.8
SYNX001323,Sonipat,Kochi,Sonipat - Kochi,2024-05-15 00:00:00,2651,7.93096275839501,17mt openbody,EV,50.9577412845588,972.5,High,5,5.9
SYNX001324,Gurgaon,Gwalior,Gurgaon - Gwalior,2024-02-27 00:00:00,343,1.02668128734182,16mt openbody,CNG,44.9714151755645,34.1,Medium,4,5
SYNX001325,Madurai,Delhi,Madurai - Delhi,2024-03-04 00:00:00,2614,10.0361719654354,18mt open body,Diesel,70.8880546846315,607.6,Medium,6,7.2
SYNX001326,Noida,Agra,Noida - Agra,2024-05-15 00:00:00,204,8.58023643388996,17mt openbody,Diesel,69.3321798361823,631.8,High,5,5.9
SYNX001327,Siliguri,Bangalore,Siliguri - Bangalore,2024-02-11 00:00:00,2374,7.71389270091903,17mt openbody,Diesel,32.6388074240184,872.1,High,5,5.9
SYNX001328,Faridabad,Rajkot,Faridabad - Rajkot,2024-03-30 00:00:00,1178,5.78930595336225,16mt openbody,Diesel,47.0118415953557,424.4,High,4,5
SYNX001329,Surat,Patna,Surat - Patna,2024-10-03 00:00:00,1685,5.12026339264699,16mt openbody,CNG,83.4448143507139,321.3,Medium,4,5
SYNX001330,Prayagraj,Kanpur,Prayagraj - Kanpur,2024-09-08 00:00:00,236,6.48975512825003,17mt openbody,Diesel,50.1861252589172,485.6,High,5,5.9
SYNX001331,Raipur,Kanpur,Raipur - Kanpur,2024-11-15 00:00:00,741,1.97242337213443,16mt openbody,EV,88.5973359340557,114.9,Medium,4,5
SYNX001332,Agra,Jabalpur,Agra - Jabalpur,2024-01-20 00:00:00,608,4.15712311988813,16mt openbody,CNG,82.5155001227396,226.7,Medium,4,5
SYNX001333,Lucknow,Belgaum,Lucknow - Belgaum,2024-01-01 00:00:00,1741,18.5192020789259,21 MT OPENBODY,Diesel,73.0926299072498,1260.9,Medium,7,7.8
SYNX001334,Gwalior,Sonipat,Gwalior - Sonipat,2024-06-04 00:00:00,412,14.565583871572,18mt mxl,Diesel,47.1953768391574,1787,High,7,7.8
SYNX001335,Coimbatore,Ahmedabad,Coimbatore - Ahmedabad,2024-09-18 00:00:00,1767,4.73300584353229,16mt openbody,CNG,71.4333006768063,548.9,High,4,5
SYNX001336,Aurangabad,Bangalore,Aurangabad - Bangalore,2024-01-25 00:00:00,1005,2.30342900189959,16mt openbody,Diesel,38.4766935701899,165.7,High,4,5
SYNX001337,Aurangabad,Pune,Aurangabad - Pune,2024-10-07 00:00:00,271,15.3898427892884,18mt mxl,Diesel,83.6618283192297,1194.8,High,7,7.8
SYNX001338,Nagpur,Bangalore,Nagpur - Bangalore,2024-05-29 00:00:00,1153,3.26826680521663,16mt openbody,EV,76.6037792287397,182.8,Medium,4,5
SYNX001339,Varanasi,Udaipur,Varanasi - Udaipur,2024-02-16 00:00:00,1171,6.8880689730252,17mt openbody,CNG,80.0762132041023,161.2,Medium,5,5.9
SYNX001340,Chennai,Kolkata,Chennai - Kolkata,2024-07-18 00:00:00,1698,3.16235273005077,16mt openbody,CNG,79.5183645084598,157.2,Medium,4,5
SYNX001341,Gwalior,Guwahati,Gwalior - Guwahati,2024-10-30 00:00:00,1690,13.6499456077193,18mt open body,Diesel,67.004148054142,1806.4,High,6,7.2
SYNX001342,Indore,Guntur,Indore - Guntur,2024-04-17 00:00:00,1074,11.4615731615255,18mt open body,Diesel,89.7177167387712,848.5,High,6,7.2
SYNX001343,Noida,Varanasi,Noida - Varanasi,2024-10-22 00:00:00,824,1.05076345668498,16mt openbody,EV,59.6398812190371,42.2,Medium,4,5
SYNX001344,Chennai,Rajkot,Chennai - Rajkot,2024-02-19 00:00:00,1792,11.49949831785,18mt open body,CNG,99.729039842658,689.2,Medium,6,7.2
SYNX001345,Surat,Gurgaon,Surat - Gurgaon,2024-02-27 00:00:00,1143,19.4310742525191,21 MT OPENBODY,Diesel,84.8830996317911,1447.8,High,7,7.8
SYNX001346,Surat,Delhi,Surat - Delhi,2024-12-27 00:00:00,1177,4.10146286662262,16mt openbody,CNG,37.7494676367312,266.5,Medium,4,5
SYNX001347,Bhopal,Gurgaon,Bhopal - Gurgaon,2024-09-12 00:00:00,724,2.41334601662384,16mt openbody,EV,52.4291936737252,144,Medium,4,5
SYNX001348,Gwalior,Ghaziabad,Gwalior - Ghaziabad,2024-10-15 00:00:00,352,7.87211904919347,17mt openbody,EV,39.0166742130726,935.4,High,5,5.9
SYNX001349,Coimbatore,Mangalore,Coimbatore - Mangalore,2024-11-23 00:00:00,389,8.97116591366027,17mt openbody,Diesel,52.085689054409,289.2,Medium,5,5.9
SYNX001350,Faridabad,Udaipur,Faridabad - Udaipur,2024-12-27 00:00:00,695,7.97149898639989,17mt openbody,Diesel,98.878759407546,434.5,Medium,5,5.9
SYNX001351,Surat,Noida,Surat - Noida,2024-12-28 00:00:00,1174,20.8986142188452,21 MT OPENBODY,Diesel,62.6110430599258,1342.5,Medium,8,8.9
SYNX001352,Belgaum,Salem,Belgaum - Salem,2024-07-11 00:00:00,762,8.47132203387731,17mt openbody,CNG,100,467.2,Medium,5,5.9
