lane,shipment_count,total_emissions,average_emissions,average_utilization,average_speed_kmph,average_transit_time_hrs,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Belgaum - Akola,10,4336.1,433.61,67.1,45.42,21.07,0.0499748,Normal,Monitor performance
Belgaum - Alwar,7,6850.2,978.6,59.28571429,54.88571429,36.62857143,0.080503714,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Amritsar,7,1515.9,216.5571429,65.28571429,55.32857143,10.24285714,0.107635286,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Anantapur,9,12365.3,1373.922222,70.55555556,49.81111111,46.27777778,0.057518889,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Asansol,14,19926.1,1423.292857,74.21428571,52.03571429,55.94285714,0.067373071,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Aurangabad,9,1043.3,115.9222222,69.11111111,49.3,8.966666667,0.048940667,Normal,Monitor performance
Belgaum - Ballari,11,5697.3,517.9363636,66.72727273,51.99090909,21.02727273,0.052218182,Normal,Monitor performance
Belgaum - Bangalore,10,10153,1015.3,70.6,51.35,37.91,0.0436866,Normal,Monitor performance
Belgaum - Bareilly,13,10614.1,816.4692308,74.76923077,46.91538462,41.96153846,0.033732692,Normal,Monitor performance
Belgaum - Bhopal,9,12237.3,1359.7,67.88888889,48.51111111,62.35555556,0.032619,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Bhubaneswar,7,3226.9,460.9857143,64,49.92857143,19.77142857,0.036373286,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Bikaner,9,2711.1,301.2333333,71.88888889,52.67777778,12.05555556,0.083509778,Normal,Monitor performance
Belgaum - Bilaspur,8,4116.4,514.55,69.75,44.85,21.4375,0.08232825,Normal,Monitor performance
Belgaum - Bokaro,8,6318.7,789.8375,74.875,52.6625,31.525,0.040996875,Normal,Monitor performance
Belgaum - Burhanpur,12,6493.5,541.125,63.83333333,51.21666667,28.275,0.069438333,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Chandigarh,12,10470.1,872.5083333,69.41666667,51.575,42.13333333,0.05293575,Normal,Monitor performance
Belgaum - Chandrapur,8,7048,881,78.25,53.85,30.4125,0.074865625,Normal,Monitor performance
Belgaum - Chennai,18,21478.5,1193.25,66.88888889,49.31666667,53.41666667,0.048870889,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Coimbatore,9,3174,352.6666667,75.44444444,57.56666667,13.14444444,0.070886222,Normal,Monitor performance
Belgaum - Cuttack,13,13287.3,1022.1,66,45.90769231,45.97692308,0.053549385,Normal,Monitor performance
Belgaum - Darbhanga,11,17362,1578.363636,72,52.43636364,54.37272727,0.073178636,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Delhi,10,11298,1129.8,67.3,50.03,46.45,0.0440431,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Dhanbad,13,8770.9,674.6846154,72.53846154,51.63846154,27.54615385,0.052146462,Normal,Monitor performance
Belgaum - Durgapur,5,3731.2,746.24,65.6,46.6,40.04,0.0906822,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Faridabad,5,3309.5,661.9,73.2,55.98,36.96,0.032518,Normal,Monitor performance
Belgaum - Ghaziabad,12,3421.6,285.1333333,68,49.45833333,15.475,0.034049,Normal,Monitor performance
Belgaum - Guntur,13,2254.5,173.4230769,69.76923077,50.76923077,9.646153846,0.056282231,Normal,Monitor performance
Belgaum - Gurgaon,11,10194.6,926.7818182,71.54545455,52.74545455,34.1,0.076372091,Normal,Monitor performance
Belgaum - Guwahati,11,8800.9,800.0818182,75.27272727,49.36363636,36.09090909,0.031515727,Normal,Monitor performance
Belgaum - Gwalior,8,6141.5,767.6875,75,46.45,34.525,0.072961625,Normal,Monitor performance
Belgaum - Haldia,7,6215.2,887.8857143,58.42857143,51.81428571,42.71428571,0.060196143,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Haridwar,22,9747.9,443.0863636,71.68181818,49.01363636,20.25,0.060069773,Normal,Monitor performance
Belgaum - Hassan,11,13540.6,1230.963636,70.09090909,50.4,48.95454545,0.043691273,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Hisar,15,5628.1,375.2066667,70.2,48.7,21.36666667,0.0454048,Normal,Monitor performance
Belgaum - Hubli,18,20356.9,1130.938889,70.5,49.72777778,44.71666667,0.064195667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Hyderabad,8,4028.3,503.5375,64.875,46.675,24.2875,0.053162125,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Imphal,14,18234.9,1302.492857,68.5,47.28571429,56.92142857,0.061692714,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Indore,12,10731.9,894.325,78,54.225,35.44166667,0.052210333,Normal,Monitor performance
Belgaum - Itanagar,8,9473.6,1184.2,59.125,50.6375,45.2625,0.046457875,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Belgaum - Jabalpur,6,4680.2,780.0333333,64.83333333,52.15,44.5,0.028173667,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Jaipur,12,11374.8,947.9,63.66666667,47.61666667,42.29166667,0.065188,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Jalandhar,10,8760.6,876.06,65.8,45.17,47.41,0.0296928,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Jammu,10,7999.5,799.95,66.5,49.39,36.09,0.0434233,Normal,Monitor performance
Belgaum - Jodhpur,8,17679.4,2209.925,67.25,55.5375,59.075,0.055234875,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Kakinada,14,3260.7,232.9071429,64.85714286,49.88571429,14.33571429,0.038939214,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Kanpur,8,13119.4,1639.925,77.875,51.1875,53.5875,0.067188375,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Karnal,15,14109.4,940.6266667,67.2,49.54666667,34.67333333,0.0508974,Normal,Monitor performance
Belgaum - Karur,8,8870,1108.75,68.5,44.525,55.675,0.0439235,Normal,Monitor performance
Belgaum - Katni,7,6220.3,888.6142857,73,50.37142857,47.97142857,0.058318143,Normal,Monitor performance
Belgaum - Khandwa,8,2389.2,298.65,68.375,55,13,0.099229,Normal,Monitor performance
Belgaum - Kharagpur,13,7039.1,541.4692308,78.46153846,54.22307692,21.34615385,0.093841538,Normal,Monitor performance
Belgaum - Kochi,13,6932.6,533.2769231,60.23076923,45.38461538,27.71538462,0.033695385,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Kolhapur,17,9953.4,585.4941176,72.47058824,51.65294118,25.3,0.055658118,Normal,Monitor performance
Belgaum - Kolkata,9,5745.4,638.3777778,70.55555556,44.31111111,29.04444444,0.039266667,Normal,Monitor performance
Belgaum - Korba,11,2974.9,270.4454545,81.09090909,50.90909091,14.01818182,0.080974545,Normal,Monitor performance
Belgaum - Lucknow,13,14250.9,1096.223077,71.46153846,49.1,48.83076923,0.040164231,Normal,Monitor performance
Belgaum - Ludhiana,8,2160.2,270.025,74.625,54.3875,13.1875,0.04265275,Normal,Monitor performance
Belgaum - Madurai,10,7258.1,725.81,62.2,51.09,29.06,0.0649239,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Mangalore,10,9704.6,970.46,66.7,47.89,62.09,0.0439046,Normal,Monitor performance
Belgaum - Meerut,7,802.5,114.6428571,72.42857143,51.01428571,10.55714286,0.026261,Normal,Monitor performance
Belgaum - Moradabad,11,4956.7,450.6090909,74.81818182,49.97272727,20.94545455,0.044192818,Normal,Monitor performance
Belgaum - Mumbai,8,3952,494,69.25,46.2125,24.6375,0.03550675,Normal,Monitor performance
Belgaum - Nagpur,6,3677.8,612.9666667,80,49.86666667,26.5,0.0536735,Normal,Monitor performance
Belgaum - Nashik,16,12480.8,780.05,74.5,51.3375,32.96875,0.04586775,Normal,Monitor performance
Belgaum - Nellore,14,21563.6,1540.257143,68.35714286,49.93571429,60.19285714,0.064661571,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Noida,10,2580.6,258.06,70.5,51.94,12.68,0.1013124,Normal,Monitor performance
Belgaum - Panipat,12,5428.8,452.4,68.58333333,50.5,23.96666667,0.027744917,Normal,Monitor performance
Belgaum - Patna,9,5060.3,562.2555556,71,51.11111111,33.04444444,0.060356889,Normal,Monitor performance
Belgaum - Prayagraj,11,5364,487.6363636,70,49.45454545,21.1,0.075996727,Normal,Monitor performance
Belgaum - Pune,8,7076,884.5,67.625,49.3875,45.825,0.042298875,Normal,Monitor performance
Belgaum - Purnia,13,10278.2,790.6307692,70.69230769,53.08461538,35.44615385,0.056185769,Normal,Monitor performance
Belgaum - Raipur,13,4943.6,380.2769231,69.76923077,52.66153846,23.11538462,0.040716,Normal,Monitor performance
Belgaum - Ratlam,13,6874.8,528.8307692,71.69230769,52.82307692,23.08461538,0.036975308,Normal,Monitor performance
Belgaum - Rewa,12,14133.8,1177.816667,73.16666667,46.68333333,52.625,0.063501417,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Rohtak,8,7336.1,917.0125,66,46.4,48.3375,0.02933325,Normal,Monitor performance
Belgaum - Rourkela,16,19071.5,1191.96875,71.75,49.75,46.28125,0.046040813,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Sagar,4,104.9,26.225,77.5,48.575,6.15,0.02047375,Normal,Monitor performance
Belgaum - Salem,15,9248.8,616.5866667,71,50.7,27.39333333,0.0922736,Normal,Monitor performance
Belgaum - Sangli,8,11872.7,1484.0875,71,49.2375,55.1,0.092172125,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Shimla,10,6097.1,609.71,71.1,53.13,27.07,0.0566959,Normal,Monitor performance
Belgaum - Silchar,15,18531.7,1235.446667,67.26666667,49.22,59.75333333,0.046581267,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Siliguri,7,9234.7,1319.242857,68.42857143,52.51428571,54.82857143,0.033913714,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Solapur,5,2633.3,526.66,57.8,50.36,28.02,0.0421056,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Sonipat,10,8706.9,870.69,76.3,46.88,39.4,0.0688287,Normal,Monitor performance
Belgaum - Srinagar,6,2997.1,499.5166667,77,54.38333333,18.21666667,0.034794333,Normal,Monitor performance
Belgaum - Surat,10,6081.9,608.19,74.8,46.67,31.36,0.0362233,Normal,Monitor performance
Belgaum - Thiruvananthapuram,13,6617.5,509.0384615,65.69230769,50.22307692,30.26923077,0.033390692,Low Utilization Lane,Improve load planning and shipment consolidation
Belgaum - Tirunelveli,9,6667.6,740.8444444,66.11111111,50.34444444,36.37777778,0.025682667,Normal,Monitor performance
Belgaum - Tirupati,14,15804.5,1128.892857,73.42857143,48.57857143,43.74285714,0.053939071,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Tiruppur,3,1556.5,518.8333333,68,45,29.63333333,0.029903333,Normal,Monitor performance
Belgaum - Trichy,9,10914,1212.666667,65,49.36666667,48.58888889,0.050052778,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Belgaum - Udaipur,8,10953.1,1369.1375,67.5,53.2375,57.025,0.03463325,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Ujjain,9,8749.2,972.1333333,70,46.73333333,44.35555556,0.045849667,Normal,Monitor performance
Belgaum - Vadodara,14,7954.5,568.1785714,72.71428571,52.92857143,21.22857143,0.077312214,Normal,Monitor performance
Belgaum - Varanasi,9,5884.6,653.8444444,70.11111111,48.36666667,23.11111111,0.065724111,Normal,Monitor performance
Belgaum - Vidisha,3,4193.2,1397.733333,73.66666667,56.13333333,46.1,0.043783667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Belgaum - Vijayawada,12,7834.4,652.8666667,71.75,49.475,28.23333333,0.074654417,Normal,Monitor performance
Belgaum - Wardha,12,9403.6,783.6333333,70.08333333,48.65833333,33.35,0.0547275,Normal,Monitor performance
Belgaum - Yavatmal,5,2114.4,422.88,72.2,50.82,18.04,0.0504364,Normal,Monitor performance
Bhopal - Agartala,7,8453.4,1207.628571,77.14285714,50.37142857,55.92857143,0.054573,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Ahmedabad,10,7504.7,750.47,75.8,49.17,26.25,0.0532806,Normal,Monitor performance
Bhopal - Aizawl,12,9988.2,832.35,71.83333333,49.76666667,35.81666667,0.079806583,Normal,Monitor performance
Bhopal - Ajmer,10,13242.2,1324.22,71.2,52.5,48.17,0.0922945,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Akola,6,5806.1,967.6833333,73,56.8,41.28333333,0.025080167,Normal,Monitor performance
Bhopal - Alwar,7,11272.3,1610.328571,67.57142857,43.35714286,68.62857143,0.027895286,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Ambala,18,22810.2,1267.233333,65.77777778,56.60555556,44.22777778,0.060665722,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhopal - Amritsar,8,10338.7,1292.3375,73.625,48.4375,68.85,0.043943875,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Anantapur,10,5156.8,515.68,66.6,49.88,21.34,0.0290094,Normal,Monitor performance
Bhopal - Asansol,7,1916.8,273.8285714,68.71428571,48.07142857,13.65714286,0.053316857,Normal,Monitor performance
Bhopal - Aurangabad,10,13986,1398.6,72.3,53.96,59.57,0.066944,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Ballari,13,19854.8,1527.292308,73.69230769,53.03846154,51.67692308,0.083159462,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Bangalore,14,5402.7,385.9071429,71.57142857,54.55714286,23.94285714,0.031992643,Normal,Monitor performance
Bhopal - Bareilly,10,8133.3,813.33,66.3,49.96,37.42,0.0521956,Normal,Monitor performance
Bhopal - Belagavi,7,3677,525.2857143,69.42857143,49.5,21.52857143,0.046712429,Normal,Monitor performance
Bhopal - Belgaum,8,13218.7,1652.3375,72.125,44.9375,67,0.06853,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Bhubaneswar,14,21046.3,1503.307143,76.5,51.64285714,66.91428571,0.034632143,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Bilaspur,8,13136.2,1642.025,70,54.6125,56.4125,0.079126375,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Bokaro,3,4299.8,1433.266667,60,52.96666667,35.9,0.056633,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhopal - Burhanpur,16,15238.9,952.43125,72.5,51.75625,41.3,0.059655563,Normal,Monitor performance
Bhopal - Chandigarh,5,1465.7,293.14,74,52.68,22.64,0.0158106,Normal,Monitor performance
Bhopal - Chandrapur,11,8420.9,765.5363636,58.36363636,49.68181818,32.90909091,0.069544273,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Chennai,10,9942.2,994.22,65.8,50.81,46.3,0.0579978,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Coimbatore,13,21976.9,1690.530769,73.38461538,51.01538462,65.3,0.073710538,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Cuttack,11,5758.5,523.5,73.18181818,49.87272727,21.75454545,0.056608727,Normal,Monitor performance
Bhopal - Dehradun,8,3154.9,394.3625,62.5,52.825,17.225,0.075713625,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Delhi,12,7897.2,658.1,69.58333333,51.68333333,27.10833333,0.03896825,Normal,Monitor performance
Bhopal - Dhanbad,10,9746.3,974.63,82.1,48.62,41.08,0.0525458,Normal,Monitor performance
Bhopal - Durgapur,8,6971,871.375,74.375,53.875,37.9,0.03107675,Normal,Monitor performance
Bhopal - Erode,7,9205.2,1315.028571,74.57142857,56.65714286,44.77142857,0.040678571,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Faridabad,12,9884,823.6666667,58.25,48.58333333,43.7,0.040507917,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Ghaziabad,8,7336,917,73.625,46.7125,52.25,0.025503625,Normal,Monitor performance
Bhopal - Guntur,6,8027.5,1337.916667,67.83333333,53.73333333,50.23333333,0.048140833,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Gurgaon,12,11951.1,995.925,77.08333333,54.06666667,38.03333333,0.04116575,Normal,Monitor performance
Bhopal - Guwahati,10,10164.9,1016.49,69.2,48.11,42.83,0.0446068,Normal,Monitor performance
Bhopal - Gwalior,8,6712.8,839.1,67.125,53.475,41.4375,0.0641095,Normal,Monitor performance
Bhopal - Haldia,7,8214.5,1173.5,60.28571429,49,47.84285714,0.114707714,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhopal - Haridwar,16,25721.5,1607.59375,70.5625,51.025,60.8,0.058345438,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Hisar,3,2426.8,808.9333333,75.66666667,41.13333333,56.36666667,0.041547333,Normal,Monitor performance
Bhopal - Hyderabad,14,19178,1369.857143,68.28571429,51.76428571,56.8,0.043418357,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Imphal,9,2045.4,227.2666667,73.55555556,46,13.56666667,0.081014444,Normal,Monitor performance
Bhopal - Indore,7,3810.3,544.3285714,64.28571429,48.31428571,30.04285714,0.031268429,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Itanagar,9,4111.5,456.8333333,68.55555556,48.12222222,29.37777778,0.035699111,Normal,Monitor performance
Bhopal - Jabalpur,10,5621.6,562.16,67,48.88,28.81,0.0471053,Normal,Monitor performance
Bhopal - Jaipur,9,8103.5,900.3888889,69.55555556,48.26666667,36.47777778,0.048697222,Normal,Monitor performance
Bhopal - Jalandhar,11,8937.8,812.5272727,73,53.5,34.66363636,0.046289545,Normal,Monitor performance
Bhopal - Jammu,9,6607.9,734.2111111,66.66666667,47.16666667,41,0.063786,Normal,Monitor performance
Bhopal - Jharsuguda,7,8637.9,1233.985714,77.14285714,52.42857143,50.2,0.096191286,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Jodhpur,7,973.3,139.0428571,70.57142857,53.98571429,9.685714286,0.037661286,Normal,Monitor performance
Bhopal - Kanpur,7,5730.5,818.6428571,68.14285714,46.98571429,41.01428571,0.030093429,Normal,Monitor performance
Bhopal - Karnal,6,3849.1,641.5166667,74,44,37.33333333,0.033836833,Normal,Monitor performance
Bhopal - Karur,9,2944,327.1111111,70.33333333,53.9,13.64444444,0.063961667,Normal,Monitor performance
Bhopal - Katni,10,5898.6,589.86,69.5,48.97,23.77,0.0928562,Normal,Monitor performance
Bhopal - Khandwa,7,8963.6,1280.514286,83,50.57142857,61.68571429,0.042258857,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Kharagpur,7,7752.1,1107.442857,75.42857143,45.94285714,49.75714286,0.060335571,Normal,Monitor performance
Bhopal - Kolhapur,13,22602.2,1738.630769,66,51.36923077,56.87692308,0.092692923,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Kolkata,14,10195.7,728.2642857,67.21428571,51,37.07857143,0.083928071,Normal,Monitor performance
Bhopal - Korba,8,13688.2,1711.025,56.375,46.75,73.2875,0.02792675,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhopal - Kota,8,293.6,36.7,64.375,46.7875,5.425,0.032953875,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Lucknow,11,8316.6,756.0545455,67.54545455,52.24545455,26.53636364,0.064178182,Normal,Monitor performance
Bhopal - Ludhiana,18,27360.5,1520.027778,70.16666667,48.45555556,62.37777778,0.047817389,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Madurai,13,10795.6,830.4307692,60,51.46153846,33.49230769,0.051780385,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Mangalore,7,1049.4,149.9142857,73.57142857,47.05714286,10.71428571,0.039797857,Normal,Monitor performance
Bhopal - Meerut,11,15903.6,1445.781818,81.45454545,51.5,63.39090909,0.100324727,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Moradabad,9,9665.7,1073.966667,70.44444444,52.21111111,42.25555556,0.076450778,Normal,Monitor performance
Bhopal - Mumbai,8,14453.3,1806.6625,75.5,50.425,65.7375,0.07856675,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Nagpur,9,5312,590.2222222,64.22222222,47.44444444,40.56666667,0.025762444,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Nashik,5,5797.2,1159.44,74.4,50.16,42.8,0.044814,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Nellore,12,4417.7,368.1416667,73.5,49.875,16.38333333,0.062372083,Normal,Monitor performance
Bhopal - Noida,9,18901.5,2100.166667,63.55555556,44.34444444,76.25555556,0.064578667,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhopal - Panipat,4,3432.7,858.175,62.75,48.8,40.95,0.091281,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Prayagraj,16,20805.5,1300.34375,73.875,51,53.78125,0.048060938,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Pune,6,2739.8,456.6333333,63.66666667,57.11666667,21.03333333,0.033159,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Purnia,10,13543.3,1354.33,67.3,48.12,63,0.0410763,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Raipur,8,9680,1210,73.125,48.3125,53.35,0.081284875,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Rajkot,13,11775.9,905.8384615,67.30769231,49.87692308,45.54615385,0.078639154,Normal,Monitor performance
Bhopal - Ranchi,10,6728.8,672.88,57.4,46.84,27.59,0.0474083,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Rewa,10,3618.5,361.85,72.6,48.64,16.24,0.0606652,Normal,Monitor performance
Bhopal - Rohtak,9,4249.9,472.2111111,73.77777778,47.37777778,20.78888889,0.047411889,Normal,Monitor performance
Bhopal - Sagar,8,12855.7,1606.9625,69.75,44.3,67.075,0.0627825,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Salem,16,15650,978.125,67.4375,51.50625,41.71875,0.054311813,Normal,Monitor performance
Bhopal - Sangli,10,3725.7,372.57,63.6,50.93,23.3,0.043231,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Satna,15,3997.9,266.5266667,70.13333333,50.58,14.48666667,0.047737267,Normal,Monitor performance
Bhopal - Shimla,8,6945.4,868.175,67.5,47.9625,38.925,0.030985,Normal,Monitor performance
Bhopal - Silchar,12,4651.6,387.6333333,68.58333333,48.59166667,19.19166667,0.041798667,Normal,Monitor performance
Bhopal - Siliguri,7,1045.9,149.4142857,69.14285714,43.98571429,12.05714286,0.071374,Normal,Monitor performance
Bhopal - Solapur,10,15421.9,1542.19,62.6,44.83,61.73,0.08434,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhopal - Sonipat,12,9275.6,772.9666667,55,47.24166667,37.93333333,0.045635583,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Srinagar,9,9562.8,1062.533333,58.66666667,55.58888889,43.41111111,0.043874111,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Surat,10,8668.6,866.86,69.1,44.37,43.82,0.044322,Normal,Monitor performance
Bhopal - Thiruvananthapuram,9,9250.9,1027.877778,69.11111111,52.08888889,38.47777778,0.095255667,Normal,Monitor performance
Bhopal - Tirupati,14,9435.3,673.95,66.07142857,54.71428571,31.7,0.034048929,Normal,Monitor performance
Bhopal - Tiruppur,8,8878.3,1109.7875,66,51.625,55.275,0.04783225,Normal,Monitor performance
Bhopal - Trichy,8,3334,416.75,70.375,49.1125,22.575,0.047184,Normal,Monitor performance
Bhopal - Tuticorin,11,13783.8,1253.072727,73.18181818,51.75454545,48.78181818,0.035016,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Udaipur,7,556.7,79.52857143,68.28571429,53.64285714,7.457142857,0.034385857,Normal,Monitor performance
Bhopal - Ujjain,9,6677.4,741.9333333,78.11111111,50.01111111,37.02222222,0.080514,Normal,Monitor performance
Bhopal - Vadodara,15,26189.3,1745.953333,69.4,49.78666667,73.81333333,0.053068267,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Varanasi,6,4688.9,781.4833333,72,53.75,43.38333333,0.023787167,Normal,Monitor performance
Bhopal - Vidisha,12,15192,1266,72.66666667,50.19166667,47.03333333,0.053410417,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Vijayawada,11,12519.6,1138.145455,75,49.18181818,43.6,0.061691455,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhopal - Visakhapatnam,12,11011.6,917.6333333,64.91666667,48.15,35.025,0.0755925,Low Utilization Lane,Improve load planning and shipment consolidation
Bhopal - Warangal,7,6256.1,893.7285714,68.28571429,56.31428571,53.95714286,0.015326429,Normal,Monitor performance
Bhopal - Wardha,18,9650.1,536.1166667,67.22222222,47.67222222,33.62777778,0.041109944,Normal,Monitor performance
Bhopal - Yavatmal,13,14787.4,1137.492308,66.69230769,50.49230769,59.11538462,0.043936231,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Agartala,11,11312.2,1028.381818,71.81818182,50.59090909,37.17272727,0.053744636,Normal,Monitor performance
Bhubaneswar - Agra,13,6645.3,511.1769231,74.23076923,43.69230769,27.84615385,0.035006462,Normal,Monitor performance
Bhubaneswar - Ahmedabad,11,16774.9,1524.990909,63.54545455,52.83636364,46.66363636,0.059796909,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Aizawl,8,7036.8,879.6,62.25,48.825,40.7875,0.0572515,Low Utilization Lane,Improve load planning and shipment consolidation
Bhubaneswar - Ajmer,9,3514.7,390.5222222,74.33333333,57.15555556,20.61111111,0.076921,Normal,Monitor performance
Bhubaneswar - Akola,11,7725.1,702.2818182,72.72727273,48.31818182,35.49090909,0.059272636,Normal,Monitor performance
Bhubaneswar - Alwar,13,16509.1,1269.930769,64.92307692,51.98461538,53.94615385,0.042001231,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Ambala,11,6123,556.6363636,73.36363636,51.01818182,25.28181818,0.064704909,Normal,Monitor performance
Bhubaneswar - Amritsar,9,2344.4,260.4888889,62.66666667,50.52222222,14.68888889,0.049501444,Low Utilization Lane,Improve load planning and shipment consolidation
Bhubaneswar - Anantapur,8,10311.3,1288.9125,69.125,47.0375,56.875,0.0466265,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Asansol,12,15022.2,1251.85,74.75,48.94166667,67.26666667,0.04172075,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Aurangabad,10,3110.5,311.05,62.4,46.34,17.59,0.0564378,Low Utilization Lane,Improve load planning and shipment consolidation
Bhubaneswar - Ballari,13,5735.9,441.2230769,67.46153846,53.04615385,19.16923077,0.060293154,Normal,Monitor performance
Bhubaneswar - Bangalore,14,20346.4,1453.314286,74.28571429,53.88571429,44.97142857,0.070086857,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Bareilly,15,14765.7,984.38,68.93333333,49.86666667,44.48666667,0.054935067,Normal,Monitor performance
